term,estimate,se,nct_id,model_n,outcome
como_cnt,-0.177,0.47,NCT01106677,14,early_withdrawal
I(como_cnt^2),0.022,0.074,NCT01106677,14,early_withdrawal
armtreat:como_cnt,0.082,0.602,NCT01106677,14,early_withdrawal
armtreat:I(como_cnt^2),-0.039,0.097,NCT01106677,14,early_withdrawal
(Intercept),-1.533,0.164,NCT01106677,15,early_withdrawal
age_std,0.381,0.223,NCT01106677,15,early_withdrawal
I(age_std^2),0.565,0.187,NCT01106677,15,early_withdrawal
sexTRUE,0.005,0.214,NCT01106677,15,early_withdrawal
(Intercept),-0.886,0.335,NCT01106677,16,early_withdrawal
armtreat,-0.465,0.342,NCT01106677,16,early_withdrawal
age_std,0.694,0.422,NCT01106677,16,early_withdrawal
I(age_std^2),0.832,0.337,NCT01106677,16,early_withdrawal
sexTRUE,-0.319,0.354,NCT01106677,16,early_withdrawal
como_cnt,-0.136,0.084,NCT01106677,16,early_withdrawal
armtreat:age_std,-0.328,0.496,NCT01106677,16,early_withdrawal
armtreat:I(age_std^2),-0.405,0.411,NCT01106677,16,early_withdrawal
armtreat:sexTRUE,0.51,0.447,NCT01106677,16,early_withdrawal
(Intercept),-0.918,0.478,NCT01106677,17,early_withdrawal
armtreat,-0.464,0.342,NCT01106677,17,early_withdrawal
age_std,0.695,0.422,NCT01106677,17,early_withdrawal
I(age_std^2),0.835,0.339,NCT01106677,17,early_withdrawal
sexTRUE,-0.317,0.355,NCT01106677,17,early_withdrawal
como_cnt,-0.11,0.294,NCT01106677,17,early_withdrawal
I(como_cnt^2),-0.004,0.047,NCT01106677,17,early_withdrawal
armtreat:age_std,-0.33,0.497,NCT01106677,17,early_withdrawal
armtreat:I(age_std^2),-0.408,0.411,NCT01106677,17,early_withdrawal
armtreat:sexTRUE,0.51,0.447,NCT01106677,17,early_withdrawal
(Intercept),-1.121,0.43,NCT01106677,18,early_withdrawal
armtreat,-0.093,0.544,NCT01106677,18,early_withdrawal
age_std,0.589,0.436,NCT01106677,18,early_withdrawal
I(age_std^2),0.788,0.339,NCT01106677,18,early_withdrawal
sexTRUE,-0.331,0.354,NCT01106677,18,early_withdrawal
como_cnt,-0.038,0.138,NCT01106677,18,early_withdrawal
armtreat:age_std,-0.185,0.52,NCT01106677,18,early_withdrawal
armtreat:I(age_std^2),-0.353,0.414,NCT01106677,18,early_withdrawal
armtreat:sexTRUE,0.515,0.447,NCT01106677,18,early_withdrawal
armtreat:como_cnt,-0.155,0.176,NCT01106677,18,early_withdrawal
(Intercept),-0.973,0.711,NCT01106677,19,early_withdrawal
armtreat,-0.368,0.896,NCT01106677,19,early_withdrawal
age_std,0.58,0.437,NCT01106677,19,early_withdrawal
I(age_std^2),0.773,0.344,NCT01106677,19,early_withdrawal
sexTRUE,-0.341,0.356,NCT01106677,19,early_withdrawal
como_cnt,-0.159,0.486,NCT01106677,19,early_withdrawal
I(como_cnt^2),0.02,0.077,NCT01106677,19,early_withdrawal
armtreat:age_std,-0.183,0.522,NCT01106677,19,early_withdrawal
armtreat:I(age_std^2),-0.336,0.418,NCT01106677,19,early_withdrawal
armtreat:sexTRUE,0.533,0.45,NCT01106677,19,early_withdrawal
armtreat:como_cnt,0.075,0.621,NCT01106677,19,early_withdrawal
armtreat:I(como_cnt^2),-0.039,0.1,NCT01106677,19,early_withdrawal
(Intercept),-1.212,0.27,NCT01106677,20,early_withdrawal
armtreat,-0.483,0.341,NCT01106677,20,early_withdrawal
age_std,0.549,0.409,NCT01106677,20,early_withdrawal
I(age_std^2),0.772,0.334,NCT01106677,20,early_withdrawal
sexTRUE,-0.337,0.353,NCT01106677,20,early_withdrawal
armtreat:age_std,-0.271,0.492,NCT01106677,20,early_withdrawal
armtreat:I(age_std^2),-0.363,0.408,NCT01106677,20,early_withdrawal
armtreat:sexTRUE,0.541,0.446,NCT01106677,20,early_withdrawal
(Intercept),-1.077,0.21,NCT01106677,21,early_withdrawal
como_cnt,-0.118,0.08,NCT01106677,21,early_withdrawal
(Intercept),-1.008,0.364,NCT01106677,22,early_withdrawal
como_cnt,-0.179,0.279,NCT01106677,22,early_withdrawal
I(como_cnt^2),0.01,0.045,NCT01106677,22,early_withdrawal
(Intercept),-1.065,0.348,NCT01106677,23,early_withdrawal
como_cnt,-0.023,0.127,NCT01106677,23,early_withdrawal
armtreat,-0.004,0.438,NCT01106677,23,early_withdrawal
como_cnt:armtreat,-0.156,0.164,NCT01106677,23,early_withdrawal
(Intercept),-0.745,0.604,NCT01106677,24,early_withdrawal
armtreat,-0.392,0.768,NCT01106677,24,early_withdrawal
como_cnt,-0.306,0.457,NCT01106677,24,early_withdrawal
I(como_cnt^2),0.047,0.072,NCT01106677,24,early_withdrawal
armtreat:como_cnt,0.189,0.593,NCT01106677,24,early_withdrawal
armtreat:I(como_cnt^2),-0.057,0.096,NCT01106677,24,early_withdrawal
(Intercept),-1.107,0.236,NCT01106677,25,early_withdrawal
age_std,-0.049,0.175,NCT01106677,25,early_withdrawal
como_cnt,-0.112,0.082,NCT01106677,25,early_withdrawal
(Intercept),-1.043,0.388,NCT01106677,26,early_withdrawal
age_std,-0.046,0.176,NCT01106677,26,early_withdrawal
como_cnt,-0.167,0.283,NCT01106677,26,early_withdrawal
I(como_cnt^2),0.009,0.045,NCT01106677,26,early_withdrawal
(Intercept),-1.102,0.367,NCT01106677,27,early_withdrawal
age_std,-0.055,0.175,NCT01106677,27,early_withdrawal
como_cnt,-0.015,0.129,NCT01106677,27,early_withdrawal
armtreat,0,0.438,NCT01106677,27,early_withdrawal
como_cnt:armtreat,-0.157,0.164,NCT01106677,27,early_withdrawal
(Intercept),-0.787,0.621,NCT01106677,28,early_withdrawal
age_std,-0.052,0.176,NCT01106677,28,early_withdrawal
armtreat,-0.389,0.769,NCT01106677,28,early_withdrawal
como_cnt,-0.292,0.46,NCT01106677,28,early_withdrawal
I(como_cnt^2),0.046,0.072,NCT01106677,28,early_withdrawal
armtreat:como_cnt,0.189,0.594,NCT01106677,28,early_withdrawal
armtreat:I(como_cnt^2),-0.058,0.096,NCT01106677,28,early_withdrawal
(Intercept),-1.39,0.121,NCT01106677,29,early_withdrawal
age_std,-0.111,0.169,NCT01106677,29,early_withdrawal
(Intercept),-0.913,0.285,NCT01106677,30,early_withdrawal
armtreat,-0.297,0.25,NCT01106677,30,early_withdrawal
age_std,-0.159,0.268,NCT01106677,30,early_withdrawal
como_cnt,-0.112,0.083,NCT01106677,30,early_withdrawal
armtreat:age_std,0.187,0.344,NCT01106677,30,early_withdrawal
(Intercept),-0.837,0.424,NCT01106677,31,early_withdrawal
armtreat,-0.298,0.25,NCT01106677,31,early_withdrawal
age_std,-0.155,0.268,NCT01106677,31,early_withdrawal
como_cnt,-0.177,0.284,NCT01106677,31,early_withdrawal
I(como_cnt^2),0.011,0.045,NCT01106677,31,early_withdrawal
armtreat:age_std,0.186,0.344,NCT01106677,31,early_withdrawal
(Intercept),-1.223,0.397,NCT01106677,32,early_withdrawal
armtreat,0.191,0.496,NCT01106677,32,early_withdrawal
age_std,-0.23,0.273,NCT01106677,32,early_withdrawal
como_cnt,0.01,0.132,NCT01106677,32,early_withdrawal
armtreat:age_std,0.296,0.356,NCT01106677,32,early_withdrawal
armtreat:como_cnt,-0.196,0.171,NCT01106677,32,early_withdrawal
(Intercept),-0.925,0.649,NCT01106677,33,early_withdrawal
armtreat,-0.165,0.822,NCT01106677,33,early_withdrawal
age_std,-0.217,0.274,NCT01106677,33,early_withdrawal
como_cnt,-0.247,0.465,NCT01106677,33,early_withdrawal
I(como_cnt^2),0.042,0.073,NCT01106677,33,early_withdrawal
armtreat:age_std,0.279,0.357,NCT01106677,33,early_withdrawal
armtreat:como_cnt,0.114,0.602,NCT01106677,33,early_withdrawal
armtreat:I(como_cnt^2),-0.051,0.096,NCT01106677,33,early_withdrawal
(Intercept),-1.198,0.197,NCT01106677,34,early_withdrawal
armtreat,-0.294,0.249,NCT01106677,34,early_withdrawal
age_std,-0.225,0.261,NCT01106677,34,early_withdrawal
armtreat:age_std,0.193,0.342,NCT01106677,34,early_withdrawal
(Intercept),-1.199,0.239,NCT01106677,35,early_withdrawal
age_std,0.482,0.233,NCT01106677,35,early_withdrawal
I(age_std^2),0.593,0.189,NCT01106677,35,early_withdrawal
como_cnt,-0.133,0.083,NCT01106677,35,early_withdrawal
(Intercept),-1.219,0.4,NCT01106677,36,early_withdrawal
age_std,0.482,0.233,NCT01106677,36,early_withdrawal
I(age_std^2),0.594,0.189,NCT01106677,36,early_withdrawal
como_cnt,-0.116,0.289,NCT01106677,36,early_withdrawal
I(como_cnt^2),-0.003,0.046,NCT01106677,36,early_withdrawal
(Intercept),-1.192,0.37,NCT01106677,37,early_withdrawal
age_std,0.477,0.235,NCT01106677,37,early_withdrawal
I(age_std^2),0.585,0.19,NCT01106677,37,early_withdrawal
como_cnt,-0.042,0.129,NCT01106677,37,early_withdrawal
armtreat,0.009,0.44,NCT01106677,37,early_withdrawal
como_cnt:armtreat,-0.151,0.164,NCT01106677,37,early_withdrawal
(Intercept),-1.041,0.638,NCT01106677,38,early_withdrawal
age_std,0.471,0.236,NCT01106677,38,early_withdrawal
I(age_std^2),0.58,0.191,NCT01106677,38,early_withdrawal
armtreat,-0.251,0.78,NCT01106677,38,early_withdrawal
como_cnt,-0.175,0.47,NCT01106677,38,early_withdrawal
I(como_cnt^2),0.022,0.074,NCT01106677,38,early_withdrawal
armtreat:como_cnt,0.082,0.602,NCT01106677,38,early_withdrawal
armtreat:I(como_cnt^2),-0.039,0.097,NCT01106677,38,early_withdrawal
(Intercept),-1.53,0.13,NCT01106677,39,early_withdrawal
age_std,0.381,0.223,NCT01106677,39,early_withdrawal
I(age_std^2),0.565,0.187,NCT01106677,39,early_withdrawal
(Intercept),-1.032,0.293,NCT01106677,40,early_withdrawal
armtreat,-0.223,0.27,NCT01106677,40,early_withdrawal
age_std,0.723,0.42,NCT01106677,40,early_withdrawal
I(age_std^2),0.845,0.333,NCT01106677,40,early_withdrawal
como_cnt,-0.14,0.084,NCT01106677,40,early_withdrawal
armtreat:age_std,-0.334,0.494,NCT01106677,40,early_withdrawal
armtreat:I(age_std^2),-0.4,0.406,NCT01106677,40,early_withdrawal
(Intercept),-1.06,0.442,NCT01106677,41,early_withdrawal
armtreat,-0.222,0.27,NCT01106677,41,early_withdrawal
age_std,0.724,0.42,NCT01106677,41,early_withdrawal
I(age_std^2),0.847,0.335,NCT01106677,41,early_withdrawal
como_cnt,-0.117,0.293,NCT01106677,41,early_withdrawal
I(como_cnt^2),-0.004,0.047,NCT01106677,41,early_withdrawal
armtreat:age_std,-0.336,0.495,NCT01106677,41,early_withdrawal
armtreat:I(age_std^2),-0.402,0.407,NCT01106677,41,early_withdrawal
(Intercept),-1.264,0.401,NCT01106677,42,early_withdrawal
armtreat,0.143,0.502,NCT01106677,42,early_withdrawal
age_std,0.624,0.432,NCT01106677,42,early_withdrawal
I(age_std^2),0.803,0.334,NCT01106677,42,early_withdrawal
como_cnt,-0.045,0.136,NCT01106677,42,early_withdrawal
armtreat:age_std,-0.199,0.517,NCT01106677,42,early_withdrawal
armtreat:I(age_std^2),-0.351,0.409,NCT01106677,42,early_withdrawal
armtreat:como_cnt,-0.151,0.174,NCT01106677,42,early_withdrawal
(Intercept),-1.18,0.678,NCT01106677,43,early_withdrawal
armtreat,-0.036,0.851,NCT01106677,43,early_withdrawal
age_std,0.619,0.433,NCT01106677,43,early_withdrawal
I(age_std^2),0.794,0.339,NCT01106677,43,early_withdrawal
como_cnt,-0.116,0.482,NCT01106677,43,early_withdrawal
I(como_cnt^2),0.012,0.076,NCT01106677,43,early_withdrawal
armtreat:age_std,-0.198,0.518,NCT01106677,43,early_withdrawal
armtreat:I(age_std^2),-0.34,0.413,NCT01106677,43,early_withdrawal
armtreat:como_cnt,0.004,0.617,NCT01106677,43,early_withdrawal
armtreat:I(como_cnt^2),-0.026,0.099,NCT01106677,43,early_withdrawal
(Intercept),-1.378,0.213,NCT01106677,44,early_withdrawal
armtreat,-0.225,0.269,NCT01106677,44,early_withdrawal
age_std,0.576,0.407,NCT01106677,44,early_withdrawal
I(age_std^2),0.784,0.329,NCT01106677,44,early_withdrawal
armtreat:age_std,-0.279,0.489,NCT01106677,44,early_withdrawal
armtreat:I(age_std^2),-0.356,0.403,NCT01106677,44,early_withdrawal
(Intercept),-1.093,0.233,NCT01106677,45,early_withdrawal
sexTRUE,0.035,0.212,NCT01106677,45,early_withdrawal
como_cnt,-0.118,0.08,NCT01106677,45,early_withdrawal
(Intercept),-1.027,0.387,NCT01106677,46,early_withdrawal
sexTRUE,0.03,0.213,NCT01106677,46,early_withdrawal
como_cnt,-0.175,0.28,NCT01106677,46,early_withdrawal
I(como_cnt^2),0.01,0.045,NCT01106677,46,early_withdrawal
(Intercept),-1.069,0.362,NCT01106677,47,early_withdrawal
sexTRUE,0.007,0.213,NCT01106677,47,early_withdrawal
como_cnt,-0.023,0.127,NCT01106677,47,early_withdrawal
armtreat,-0.004,0.438,NCT01106677,47,early_withdrawal
como_cnt:armtreat,-0.155,0.164,NCT01106677,47,early_withdrawal
(Intercept),-0.746,0.617,NCT01106677,48,early_withdrawal
sexTRUE,0.002,0.214,NCT01106677,48,early_withdrawal
armtreat,-0.392,0.769,NCT01106677,48,early_withdrawal
como_cnt,-0.306,0.457,NCT01106677,48,early_withdrawal
I(como_cnt^2),0.047,0.072,NCT01106677,48,early_withdrawal
armtreat:como_cnt,0.189,0.593,NCT01106677,48,early_withdrawal
armtreat:I(como_cnt^2),-0.057,0.096,NCT01106677,48,early_withdrawal
(Intercept),-1.369,0.146,NCT01106677,49,early_withdrawal
sexTRUE,0.035,0.211,NCT01106677,49,early_withdrawal
(Intercept),-0.676,0.297,NCT01106677,50,early_withdrawal
sexTRUE,-0.356,0.346,NCT01106677,50,early_withdrawal
armtreat,-0.649,0.302,NCT01106677,50,early_withdrawal
como_cnt,-0.115,0.08,NCT01106677,50,early_withdrawal
sexTRUE:armtreat,0.598,0.439,NCT01106677,50,early_withdrawal
(Intercept),-0.602,0.43,NCT01106677,51,early_withdrawal
sexTRUE,-0.359,0.346,NCT01106677,51,early_withdrawal
armtreat,-0.65,0.302,NCT01106677,51,early_withdrawal
como_cnt,-0.179,0.281,NCT01106677,51,early_withdrawal
I(como_cnt^2),0.011,0.045,NCT01106677,51,early_withdrawal
sexTRUE:armtreat,0.595,0.439,NCT01106677,51,early_withdrawal
(Intercept),-0.902,0.38,NCT01106677,52,early_withdrawal
sexTRUE,-0.366,0.346,NCT01106677,52,early_withdrawal
armtreat,-0.286,0.484,NCT01106677,52,early_withdrawal
como_cnt,-0.016,0.128,NCT01106677,52,early_withdrawal
sexTRUE:armtreat,0.603,0.439,NCT01106677,52,early_withdrawal
armtreat:como_cnt,-0.159,0.165,NCT01106677,52,early_withdrawal
(Intercept),-0.513,0.637,NCT01106677,53,early_withdrawal
sexTRUE,-0.393,0.349,NCT01106677,53,early_withdrawal
armtreat,-0.781,0.816,NCT01106677,53,early_withdrawal
como_cnt,-0.35,0.461,NCT01106677,53,early_withdrawal
I(como_cnt^2),0.055,0.073,NCT01106677,53,early_withdrawal
sexTRUE:armtreat,0.637,0.442,NCT01106677,53,early_withdrawal
armtreat:como_cnt,0.269,0.598,NCT01106677,53,early_withdrawal
armtreat:I(como_cnt^2),-0.072,0.097,NCT01106677,53,early_withdrawal
(Intercept),-0.94,0.236,NCT01106677,54,early_withdrawal
sexTRUE,-0.368,0.345,NCT01106677,54,early_withdrawal
armtreat,-0.658,0.302,NCT01106677,54,early_withdrawal
sexTRUE:armtreat,0.617,0.438,NCT01106677,54,early_withdrawal
(Intercept),-1.055,0.181,NCT00968812,1,early_withdrawal
age_std,-0.097,0.115,NCT00968812,1,early_withdrawal
sexTRUE,-0.108,0.137,NCT00968812,1,early_withdrawal
como_cnt,0.164,0.051,NCT00968812,1,early_withdrawal
(Intercept),-0.936,0.288,NCT00968812,2,early_withdrawal
age_std,-0.094,0.115,NCT00968812,2,early_withdrawal
sexTRUE,-0.111,0.137,NCT00968812,2,early_withdrawal
como_cnt,0.072,0.181,NCT00968812,2,early_withdrawal
I(como_cnt^2),0.014,0.027,NCT00968812,2,early_withdrawal
(Intercept),-1.015,0.237,NCT00968812,3,early_withdrawal
age_std,-0.099,0.115,NCT00968812,3,early_withdrawal
sexTRUE,-0.112,0.137,NCT00968812,3,early_withdrawal
como_cnt,0.167,0.072,NCT00968812,3,early_withdrawal
armtreat,-0.082,0.298,NCT00968812,3,early_withdrawal
como_cnt:armtreat,-0.003,0.099,NCT00968812,3,early_withdrawal
(Intercept),-0.7,0.395,NCT00968812,4,early_withdrawal
age_std,-0.098,0.116,NCT00968812,4,early_withdrawal
sexTRUE,-0.113,0.137,NCT00968812,4,early_withdrawal
armtreat,-0.446,0.53,NCT00968812,4,early_withdrawal
como_cnt,-0.085,0.265,NCT00968812,4,early_withdrawal
I(como_cnt^2),0.04,0.041,NCT00968812,4,early_withdrawal
armtreat:como_cnt,0.288,0.363,NCT00968812,4,early_withdrawal
armtreat:I(como_cnt^2),-0.046,0.055,NCT00968812,4,early_withdrawal
(Intercept),-0.58,0.101,NCT00968812,5,early_withdrawal
age_std,-0.015,0.112,NCT00968812,5,early_withdrawal
sexTRUE,-0.148,0.136,NCT00968812,5,early_withdrawal
(Intercept),-0.986,0.208,NCT00968812,6,early_withdrawal
armtreat,-0.129,0.203,NCT00968812,6,early_withdrawal
age_std,-0.203,0.161,NCT00968812,6,early_withdrawal
sexTRUE,-0.206,0.193,NCT00968812,6,early_withdrawal
como_cnt,0.164,0.051,NCT00968812,6,early_withdrawal
armtreat:age_std,0.206,0.225,NCT00968812,6,early_withdrawal
armtreat:sexTRUE,0.186,0.273,NCT00968812,6,early_withdrawal
(Intercept),-0.863,0.306,NCT00968812,7,early_withdrawal
armtreat,-0.129,0.204,NCT00968812,7,early_withdrawal
age_std,-0.201,0.162,NCT00968812,7,early_withdrawal
sexTRUE,-0.208,0.193,NCT00968812,7,early_withdrawal
como_cnt,0.069,0.181,NCT00968812,7,early_withdrawal
I(como_cnt^2),0.015,0.027,NCT00968812,7,early_withdrawal
armtreat:age_std,0.207,0.225,NCT00968812,7,early_withdrawal
armtreat:sexTRUE,0.183,0.273,NCT00968812,7,early_withdrawal
(Intercept),-1.014,0.259,NCT00968812,8,early_withdrawal
armtreat,-0.075,0.362,NCT00968812,8,early_withdrawal
age_std,-0.208,0.164,NCT00968812,8,early_withdrawal
sexTRUE,-0.203,0.193,NCT00968812,8,early_withdrawal
como_cnt,0.174,0.074,NCT00968812,8,early_withdrawal
armtreat:age_std,0.215,0.231,NCT00968812,8,early_withdrawal
armtreat:sexTRUE,0.181,0.274,NCT00968812,8,early_withdrawal
armtreat:como_cnt,-0.018,0.102,NCT00968812,8,early_withdrawal
(Intercept),-0.696,0.411,NCT00968812,9,early_withdrawal
armtreat,-0.44,0.579,NCT00968812,9,early_withdrawal
age_std,-0.205,0.164,NCT00968812,9,early_withdrawal
sexTRUE,-0.208,0.194,NCT00968812,9,early_withdrawal
como_cnt,-0.078,0.267,NCT00968812,9,early_withdrawal
I(como_cnt^2),0.04,0.041,NCT00968812,9,early_withdrawal
armtreat:age_std,0.21,0.231,NCT00968812,9,early_withdrawal
armtreat:sexTRUE,0.188,0.275,NCT00968812,9,early_withdrawal
armtreat:como_cnt,0.269,0.366,NCT00968812,9,early_withdrawal
armtreat:I(como_cnt^2),-0.045,0.055,NCT00968812,9,early_withdrawal
(Intercept),-0.511,0.144,NCT00968812,10,early_withdrawal
armtreat,-0.128,0.202,NCT00968812,10,early_withdrawal
age_std,-0.124,0.159,NCT00968812,10,early_withdrawal
sexTRUE,-0.252,0.191,NCT00968812,10,early_withdrawal
armtreat:age_std,0.209,0.224,NCT00968812,10,early_withdrawal
armtreat:sexTRUE,0.197,0.272,NCT00968812,10,early_withdrawal
(Intercept),-1.117,0.184,NCT00968812,11,early_withdrawal
age_std,0.078,0.145,NCT00968812,11,early_withdrawal
I(age_std^2),0.251,0.13,NCT00968812,11,early_withdrawal
sexTRUE,-0.109,0.137,NCT00968812,11,early_withdrawal
como_cnt,0.163,0.051,NCT00968812,11,early_withdrawal
(Intercept),-1.005,0.291,NCT00968812,12,early_withdrawal
age_std,0.08,0.145,NCT00968812,12,early_withdrawal
I(age_std^2),0.25,0.13,NCT00968812,12,early_withdrawal
sexTRUE,-0.112,0.137,NCT00968812,12,early_withdrawal
como_cnt,0.077,0.181,NCT00968812,12,early_withdrawal
I(como_cnt^2),0.013,0.027,NCT00968812,12,early_withdrawal
(Intercept),-1.056,0.238,NCT00968812,13,early_withdrawal
age_std,0.076,0.145,NCT00968812,13,early_withdrawal
I(age_std^2),0.253,0.131,NCT00968812,13,early_withdrawal
sexTRUE,-0.114,0.137,NCT00968812,13,early_withdrawal
como_cnt,0.158,0.072,NCT00968812,13,early_withdrawal
armtreat,-0.121,0.299,NCT00968812,13,early_withdrawal
como_cnt:armtreat,0.01,0.1,NCT00968812,13,early_withdrawal
(Intercept),-0.771,0.398,NCT00968812,14,early_withdrawal
age_std,0.073,0.145,NCT00968812,14,early_withdrawal
I(age_std^2),0.247,0.131,NCT00968812,14,early_withdrawal
sexTRUE,-0.116,0.138,NCT00968812,14,early_withdrawal
armtreat,-0.444,0.531,NCT00968812,14,early_withdrawal
como_cnt,-0.069,0.265,NCT00968812,14,early_withdrawal
I(como_cnt^2),0.036,0.041,NCT00968812,14,early_withdrawal
armtreat:como_cnt,0.269,0.363,NCT00968812,14,early_withdrawal
armtreat:I(como_cnt^2),-0.041,0.055,NCT00968812,14,early_withdrawal
(Intercept),-0.646,0.107,NCT00968812,15,early_withdrawal
age_std,0.162,0.141,NCT00968812,15,early_withdrawal
I(age_std^2),0.257,0.129,NCT00968812,15,early_withdrawal
sexTRUE,-0.149,0.136,NCT00968812,15,early_withdrawal
(Intercept),-1.071,0.213,NCT00968812,16,early_withdrawal
armtreat,-0.076,0.215,NCT00968812,16,early_withdrawal
age_std,0.03,0.198,NCT00968812,16,early_withdrawal
I(age_std^2),0.368,0.189,NCT00968812,16,early_withdrawal
sexTRUE,-0.219,0.194,NCT00968812,16,early_withdrawal
como_cnt,0.161,0.051,NCT00968812,16,early_withdrawal
armtreat:age_std,0.097,0.285,NCT00968812,16,early_withdrawal
armtreat:I(age_std^2),-0.201,0.264,NCT00968812,16,early_withdrawal
armtreat:sexTRUE,0.2,0.274,NCT00968812,16,early_withdrawal
(Intercept),-0.963,0.312,NCT00968812,17,early_withdrawal
armtreat,-0.078,0.215,NCT00968812,17,early_withdrawal
age_std,0.029,0.198,NCT00968812,17,early_withdrawal
I(age_std^2),0.363,0.189,NCT00968812,17,early_withdrawal
sexTRUE,-0.221,0.194,NCT00968812,17,early_withdrawal
como_cnt,0.079,0.182,NCT00968812,17,early_withdrawal
I(como_cnt^2),0.013,0.027,NCT00968812,17,early_withdrawal
armtreat:age_std,0.103,0.286,NCT00968812,17,early_withdrawal
armtreat:I(age_std^2),-0.195,0.265,NCT00968812,17,early_withdrawal
armtreat:sexTRUE,0.198,0.274,NCT00968812,17,early_withdrawal
(Intercept),-1.08,0.263,NCT00968812,18,early_withdrawal
armtreat,-0.058,0.369,NCT00968812,18,early_withdrawal
age_std,0.028,0.2,NCT00968812,18,early_withdrawal
I(age_std^2),0.367,0.189,NCT00968812,18,early_withdrawal
sexTRUE,-0.218,0.194,NCT00968812,18,early_withdrawal
como_cnt,0.164,0.074,NCT00968812,18,early_withdrawal
armtreat:age_std,0.101,0.29,NCT00968812,18,early_withdrawal
armtreat:I(age_std^2),-0.201,0.264,NCT00968812,18,early_withdrawal
armtreat:sexTRUE,0.198,0.275,NCT00968812,18,early_withdrawal
armtreat:como_cnt,-0.006,0.103,NCT00968812,18,early_withdrawal
(Intercept),-0.805,0.418,NCT00968812,19,early_withdrawal
armtreat,-0.372,0.586,NCT00968812,19,early_withdrawal
age_std,0.024,0.201,NCT00968812,19,early_withdrawal
I(age_std^2),0.355,0.19,NCT00968812,19,early_withdrawal
sexTRUE,-0.222,0.195,NCT00968812,19,early_withdrawal
como_cnt,-0.051,0.267,NCT00968812,19,early_withdrawal
I(como_cnt^2),0.034,0.041,NCT00968812,19,early_withdrawal
armtreat:age_std,0.102,0.291,NCT00968812,19,early_withdrawal
armtreat:I(age_std^2),-0.19,0.265,NCT00968812,19,early_withdrawal
armtreat:sexTRUE,0.204,0.275,NCT00968812,19,early_withdrawal
armtreat:como_cnt,0.239,0.367,NCT00968812,19,early_withdrawal
armtreat:I(como_cnt^2),-0.039,0.055,NCT00968812,19,early_withdrawal
(Intercept),-0.613,0.152,NCT00968812,20,early_withdrawal
armtreat,-0.065,0.214,NCT00968812,20,early_withdrawal
age_std,0.125,0.194,NCT00968812,20,early_withdrawal
